template_id,template,total_rows,unique_companies,unique_raw_templates,unique_headlines,unique_sessions,mean_bar_ix,median_bar_ix,p10_bar_ix,p90_bar_ix,share_of_all_rows,intent,super_family,direction_prior,test_private_seen,test_public_seen,train_seen,train_unseen,rows_seen,rows_unseen,rows_test,rows_train,rows_seen_late_40_49,rows_seen_early_0_9,late_seen_share,early_seen_share,seen_share,unseen_share,train_share,test_share,mean_rows_per_session,median_rows_per_session,max_rows_in_single_session,example_headlines_top3,example_companies_top3
T050,confirms participation in tech leadership conference,501,80,3,80,493,25.63872255489022,25.0,5.0,45.0,0.002321303636709031,event_confirm,leadership_governance_ir,neutral_or_event,219,242,23,17,484,17,461,40,86,104,0.17768595041322313,0.21487603305785125,0.9660678642714571,0.033932135728542916,0.07984031936127745,0.9201596806387226,1.0162271805273835,1.0,2,Myrnep Technologies confirms participation in Tech Leadership Conference || Zelvel Capital confirms participation in Tech Leadership Conference || Frelex Outlets confirms participation in Tech Leadership Conference,Myrnep Technologies || Zelvel Capital || Frelex Outlets
T051,to host investor day focused on data analytics strategy,501,80,3,80,499,25.614770459081836,24.0,5.0,46.0,0.002321303636709031,investor_day_focus_domain,leadership_governance_ir,neutral_or_event,224,236,22,19,482,19,460,41,91,99,0.1887966804979253,0.2053941908713693,0.9620758483033932,0.03792415169660679,0.08183632734530938,0.9181636726546906,1.0040080160320641,1.0,2,Myrnep Technologies to host investor day focused on data analytics strategy || Pleven Trading Co to host investor day focused on data analytics strategy || Talvep Computing to host investor day focused on data analytics strategy,Myrnep Technologies || Pleven Trading || Talvep Computing
T052,confirms participation in corporate strategy symposium,499,79,3,79,490,25.763527054108216,26.0,5.0,46.19999999999999,0.0023120369555245635,event_confirm,leadership_governance_ir,neutral_or_event,193,260,29,17,482,17,453,46,94,108,0.1950207468879668,0.22406639004149378,0.9659318637274549,0.03406813627254509,0.09218436873747494,0.9078156312625251,1.0183673469387755,1.0,3,Relvan Software confirms participation in Corporate Strategy Symposium || Crevex Labs confirms participation in Corporate Strategy Symposium || Ixenis Outlets confirms participation in Corporate Strategy Symposium,Relvan Software || Crevex Labs || Ixenis Outlets
T053,confirms participation in annual industry forum,497,80,3,80,491,25.714285714285715,24.0,5.0,46.0,0.0023027702743400966,event_confirm,leadership_governance_ir,neutral_or_event,233,233,19,12,485,12,466,31,96,94,0.1979381443298969,0.19381443298969073,0.9758551307847082,0.02414486921529175,0.06237424547283702,0.937625754527163,1.0122199592668024,1.0,2,Ilval Financial confirms participation in Annual Industry Forum || Wyrnik Sciences confirms participation in Annual Industry Forum || Talvep Computing confirms participation in Annual Industry Forum,Ilval Financial || Wyrnik Sciences || Talvep Computing
T054,lowers full-year guidance amid softening demand,496,80,3,80,493,26.995967741935484,26.5,5.0,47.0,0.002298136933747863,guidance_lower,guidance_capital,negative,219,227,23,27,469,27,446,50,90,105,0.19189765458422176,0.22388059701492538,0.9455645161290323,0.05443548387096774,0.10080645161290322,0.8991935483870968,1.0060851926977687,1.0,2,Nolvis Devices lowers full-year guidance amid softening demand || Ixenis Outlets lowers full-year guidance amid softening demand || Halven Investments lowers full-year guidance amid softening demand,Nolvis Devices || Ixenis Outlets || Halven Investments
T055,achieves key regulatory milestone ahead of schedule,495,79,3,79,491,27.325252525252527,26.0,5.0,46.0,0.0022935035931556293,regulatory_milestone,regulatory_legal,positive,240,207,25,23,472,23,447,48,111,90,0.23516949152542374,0.1906779661016949,0.9535353535353536,0.046464646464646465,0.09696969696969697,0.9030303030303031,1.0081466395112015,1.0,2,Relvan Software achieves key regulatory milestone ahead of schedule || Nolvav Commerce achieves key regulatory milestone ahead of schedule || Wyrnik Sciences achieves key regulatory milestone ahead of schedule,Relvan Software || Nolvav Commerce || Wyrnik Sciences
T056,to present at corporate strategy symposium,495,80,3,80,492,25.408080808080808,23.0,5.0,45.0,0.0022935035931556293,event_present,leadership_governance_ir,neutral_or_event,236,213,24,22,473,22,449,46,87,87,0.1839323467230444,0.1839323467230444,0.9555555555555556,0.044444444444444446,0.09292929292929293,0.907070707070707,1.0060975609756098,1.0,2,Talvix Holdings to present at Corporate Strategy Symposium || Creven Securities to present at Corporate Strategy Symposium || Pleven Trading Co to present at Corporate Strategy Symposium,Talvix Holdings || Creven Securities || Pleven Trading
T057,confirms participation in capital markets day,491,80,3,80,486,26.081466395112017,26.0,5.0,46.0,0.0022749702307866947,event_confirm,leadership_governance_ir,neutral_or_event,224,224,29,14,477,14,448,43,100,95,0.20964360587002095,0.19916142557651992,0.9714867617107943,0.028513238289205704,0.08757637474541752,0.9124236252545825,1.0102880658436213,1.0,2,Nolvis Devices confirms participation in Capital Markets Day || Kelvos Resources confirms participation in Capital Markets Day || Jovik Asset Group confirms participation in Capital Markets Day,Nolvis Devices || Kelvos Resources || Jovik Asset
T058,schedules annual shareholder meeting for next month,489,80,3,80,484,27.323108384458077,28.0,5.0,46.0,0.002265703549602228,shareholder_meeting,leadership_governance_ir,neutral_or_event,245,208,20,16,473,16,453,36,105,87,0.2219873150105708,0.1839323467230444,0.967280163599182,0.032719836400818,0.0736196319018405,0.9263803680981595,1.0103305785123966,1.0,2,Orevov Solutions schedules annual shareholder meeting for next month || Halvix Holdings schedules annual shareholder meeting for next month || Pleven Trading Co schedules annual shareholder meeting for next month,Orevov Solutions || Halvix Holdings || Pleven Trading
T059,publishes annual sustainability report,487,80,3,80,483,26.702258726899384,25.0,4.600000000000001,46.0,0.0022564368684177606,sustainability_report,leadership_governance_ir,neutral_or_event,227,220,19,21,466,21,447,40,97,91,0.20815450643776823,0.19527896995708155,0.9568788501026694,0.043121149897330596,0.08213552361396304,0.917864476386037,1.0082815734989647,1.0,2,Relvos Biosciences publishes annual sustainability report || Relvan Software publishes annual sustainability report || Myrnon Therapeutics publishes annual sustainability report,Relvos Biosciences || Relvan Software || Myrnon Therapeutics
T060,to present at emerging markets forum,484,79,3,79,478,26.126033057851238,25.0,4.300000000000004,46.0,0.0022425368466410596,event_present,leadership_governance_ir,neutral_or_event,220,218,26,20,464,20,438,46,80,96,0.1724137931034483,0.20689655172413793,0.9586776859504132,0.04132231404958678,0.09504132231404959,0.9049586776859504,1.0125523012552302,1.0,2,Strynal Industries to present at Emerging Markets Forum || Plevyl Advisors to present at Emerging Markets Forum || Frelex Outlets to present at Emerging Markets Forum,Strynal Industries || Plevyl Advisors || Frelex Outlets
T061,board meeting to discuss major strategic initiative,476,80,3,80,468,25.350840336134453,23.5,4.0,46.0,0.002205470121903191,board_meeting_strategy,strategy_ma_reorg,neutral_or_event,235,213,11,17,459,17,448,28,85,90,0.18518518518518517,0.19607843137254902,0.9642857142857143,0.03571428571428571,0.058823529411764705,0.9411764705882353,1.017094017094017,1.0,2,Pleven Trading Co board meeting to discuss major strategic initiative || Jorvis Fuels board meeting to discuss major strategic initiative || Grevon Biotech board meeting to discuss major strategic initiative,Pleven Trading || Jorvis Fuels || Grevon Biotech
T062,to present at tech leadership conference,468,79,3,79,462,26.79059829059829,26.0,6.0,46.0,0.002168403397165322,event_present,leadership_governance_ir,neutral_or_event,196,238,19,15,453,15,434,34,76,74,0.16777041942604856,0.16335540838852097,0.967948717948718,0.03205128205128205,0.07264957264957266,0.9273504273504274,1.0129870129870129,1.0,2,Crevex Labs to present at Tech Leadership Conference || Nerval Biopharma to present at Tech Leadership Conference || Nolvav Commerce to present at Tech Leadership Conference,Crevex Labs || Nerval Biopharma || Nolvav Commerce
